order_dow,order_hour_of_day,air_fresheners_candles,asian_foods,baby_accessories,baby_bath_body_care,baby_food_formula,bakery_desserts,baking_ingredients,baking_supplies_decor,beauty,beers_coolers,body_lotions_soap,bread,breakfast_bakery,breakfast_bars_pastries,bulk_dried_fruits_vegetables,bulk_grains_rice_dried_goods,buns_rolls,butter,candy_chocolate,canned_fruit_applesauce,canned_jarred_vegetables,canned_meals_beans,canned_meat_seafood,cat_food_care,cereal,chips_pretzels,cleaning_products,cocoa_drink_mixes,coffee,cold_flu_allergy,condiments,cookies_cakes,crackers,cream,deodorants,diapers_wipes,digestion,dish_detergents,dog_food_care,doughs_gelatins_bake_mixes,dry_pasta,eggs,energy_granola_bars,energy_sports_drinks,eye_ear_care,facial_care,feminine_care,first_aid,food_storage,fresh_dips_tapenades,fresh_fruits,fresh_herbs,fresh_pasta,fresh_vegetables,frozen_appetizers_sides,frozen_breads_doughs,frozen_breakfast,frozen_dessert,frozen_juice,frozen_meals,frozen_meat_seafood,frozen_pizza,frozen_produce,frozen_vegan_vegetarian,fruit_vegetable_snacks,grains_rice_dried_goods,granola,hair_care,honeys_syrups_nectars,hot_cereal_pancake_mixes,hot_dogs_bacon_sausage,ice_cream_ice,ice_cream_toppings,indian_foods,instant_foods,juice_nectars,kitchen_supplies,kosher_foods,latino_foods,laundry,lunch_meat,marinades_meat_preparation,meat_counter,milk,mint_gum,missing,more_household,muscles_joints_pain_relief,nuts_seeds_dried_fruit,oils_vinegars,oral_hygiene,other,other_creams_cheeses,packaged_cheese,packaged_meat,packaged_poultry,packaged_produce,packaged_seafood,packaged_vegetables_fruits,paper_goods,pasta_sauce,pickled_goods_olives,plates_bowls_cups_flatware,popcorn_jerky,poultry_counter,prepared_meals,prepared_soups_salads,preserved_dips_spreads,protein_meal_replacements,red_wines,refrigerated,refrigerated_pudding_desserts,salad_dressing_toppings,seafood_counter,shave_needs,skin_care,soap,soft_drinks,soup_broth_bouillon,soy_lactosefree,specialty_cheeses,specialty_wines_champagnes,spices_seasonings,spirits,spreads,tea,tofu_meat_alternatives,tortillas_flat_bread,trail_mix_snack_mix,trash_bags_liners,vitamins_supplements,water_seltzer_sparkling_water,white_wines,yogurt
1,22,0,0,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,4,12,4,0,4,4,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,32,0,0,16,0,0,0,0,0,16,0,0,8,12,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,4,4,0,4,0,0,20,0,0,4,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,4,8,4,0,0,0,0,0,4,0,0,0,4,12,0,24
1,23,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,20,0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,8,8,0,12
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,8,4,0,0,0,0,0,0,4,20,0,0,16,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,4,8,0,4,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
2,2,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,4,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,16,8,4,0,4,0,0,0,12,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,12,28,0,0,16,4,0,16,0,0,12,0,0,4,0,8,0,0,0,0,0,8,4,0,0,8,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,4,0,24,8,0,0,20,0,0,0,4,0,0,0,8,0,0,0,0,12,0,0,8,4,0,0,0,0,0,0,0,4,4,0,0,0,0,8
2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,8,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0
2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,4,24,4,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,8,0,0,0,0,8,0,0,4,0,8,0,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,8,12,0,0,0,0,8,0,0,0
2,7,0,4,0,4,16,0,0,0,0,0,0,28,0,0,0,0,4,4,44,4,4,8,4,8,16,24,4,0,0,0,0,8,28,4,0,8,0,0,0,8,8,8,20,8,0,0,0,0,0,8,128,4,0,76,4,4,20,4,0,8,8,4,20,0,20,8,4,0,0,0,16,8,0,0,16,24,0,0,0,4,16,0,0,20,0,0,0,0,12,4,0,8,4,32,0,0,0,4,52,20,12,0,0,4,0,12,0,0,0,0,12,4,4,0,0,0,8,0,16,36,0,0,4,0,8,4,0,4,0,0,0,28,0,92
2,8,0,8,0,0,12,0,12,0,0,0,0,40,32,20,0,0,8,4,20,0,8,20,0,4,16,40,4,0,0,4,24,0,28,8,4,0,0,0,0,4,32,16,40,4,0,0,0,0,0,28,144,16,0,148,8,0,16,0,0,12,4,4,52,0,0,8,0,0,0,8,8,32,0,0,24,24,0,0,4,4,16,0,8,32,8,0,0,0,0,16,4,0,16,52,0,4,0,0,60,20,4,8,0,4,8,4,4,8,0,0,4,0,4,0,0,0,0,8,32,36,0,0,20,0,20,8,0,4,4,0,4,44,0,68
2,9,4,12,4,0,44,0,16,0,0,8,0,36,16,0,4,0,0,12,20,4,28,28,4,8,8,60,4,0,16,12,8,24,24,36,0,4,4,4,4,0,4,20,24,12,0,0,4,4,0,20,212,20,0,212,0,0,12,0,0,36,4,12,20,0,8,4,16,4,4,0,12,44,0,0,12,20,0,0,0,16,20,12,8,44,0,8,0,4,12,20,0,0,32,32,0,4,44,0,116,28,16,8,12,28,0,4,4,0,0,0,40,0,4,0,0,0,0,32,44,28,0,0,4,0,20,32,0,8,12,8,8,84,0,96
2,10,0,4,0,0,24,8,16,0,0,12,0,40,12,0,4,0,4,12,12,4,16,20,8,8,28,36,16,0,12,0,28,8,24,12,4,0,0,0,0,12,16,20,52,0,4,0,0,4,4,28,240,40,4,104,4,0,4,4,0,32,0,8,28,4,8,12,0,0,4,8,20,12,4,8,8,24,4,0,4,12,12,0,0,44,4,8,0,0,28,12,8,0,16,40,0,4,20,4,64,16,4,4,4,12,0,12,0,0,0,8,36,0,0,0,0,0,0,16,20,40,4,4,20,0,8,32,0,0,4,0,0,52,4,80
2,11,0,4,0,0,52,8,8,0,0,8,12,20,20,16,4,0,8,8,36,8,24,8,0,4,12,56,8,16,24,0,4,36,24,20,0,0,0,4,0,4,0,20,36,32,0,0,4,0,12,32,164,8,12,80,4,4,0,0,4,20,8,4,12,0,8,16,4,4,4,4,24,36,0,0,16,8,0,0,8,0,24,0,4,16,4,4,0,0,24,16,4,0,20,44,0,4,48,0,60,28,0,0,4,36,8,12,4,0,0,0,48,4,8,4,0,0,4,20,24,24,4,0,8,0,4,28,0,8,8,0,4,52,0,92
2,12,0,12,0,0,8,0,20,0,0,0,0,20,16,8,4,0,0,20,32,8,40,28,0,12,24,56,16,0,8,0,4,24,20,12,0,0,0,8,4,12,8,28,12,4,0,0,0,0,4,20,264,24,0,276,16,0,8,0,0,20,4,4,24,0,0,8,4,0,0,16,20,36,4,0,16,12,0,0,8,4,24,4,4,40,0,4,0,0,16,24,0,0,52,64,0,4,16,0,128,36,16,12,4,4,4,12,0,12,0,4,20,4,0,0,0,0,8,20,36,68,12,0,12,0,12,36,8,4,4,4,0,40,4,48
2,13,8,4,0,0,12,8,28,4,0,8,0,28,0,4,0,0,8,16,24,8,32,28,12,4,16,28,0,0,8,0,32,12,36,28,0,4,0,16,4,8,12,24,24,8,0,0,0,0,8,36,256,12,0,264,8,0,8,4,0,8,4,8,28,8,4,4,20,0,0,16,20,20,4,4,16,24,0,0,4,4,16,4,4,56,0,28,0,12,24,20,4,0,16,76,0,8,16,4,140,0,24,0,12,0,0,4,0,0,0,8,24,0,4,0,0,0,8,32,28,24,8,0,20,0,12,16,8,8,0,0,0,80,0,172
2,14,0,16,0,0,8,0,32,0,0,4,0,64,20,0,8,8,4,20,64,4,20,16,8,0,32,36,8,0,16,4,16,12,40,24,0,0,8,12,0,0,12,28,32,4,0,0,4,0,4,36,280,52,4,312,0,4,32,0,8,16,8,4,40,4,4,16,4,4,8,4,32,32,0,0,12,16,0,0,0,0,32,4,0,48,0,12,4,4,12,20,8,0,28,64,0,4,16,0,144,4,12,4,0,12,8,20,12,4,0,0,44,8,12,4,0,0,12,44,12,64,8,0,20,0,40,20,12,4,8,0,0,124,0,80
2,15,4,4,0,0,20,0,16,0,0,0,4,24,8,0,0,0,8,24,20,4,20,20,8,4,20,48,0,0,4,4,16,0,12,16,4,0,4,0,0,8,28,20,20,12,0,4,0,0,4,16,200,20,0,176,4,4,4,0,0,32,4,0,24,8,8,16,0,12,0,12,4,48,0,0,12,8,0,0,16,8,8,0,0,44,0,4,4,0,12,12,4,0,28,60,0,4,28,0,68,24,16,8,0,0,24,4,0,8,0,4,28,0,4,0,4,0,4,8,44,44,4,0,16,0,0,44,8,12,0,0,0,52,4,56
2,16,0,0,0,0,48,0,16,4,0,0,0,8,12,0,0,0,4,16,20,0,16,4,0,8,8,36,8,4,4,4,16,12,32,16,0,0,0,4,8,0,20,8,24,0,0,4,0,0,4,16,232,32,0,164,12,0,4,0,0,8,4,4,16,0,4,4,0,0,0,4,20,24,4,4,12,28,0,0,0,0,40,0,4,36,0,12,8,0,16,4,8,4,16,60,4,4,8,0,100,32,4,8,0,8,0,0,4,8,0,12,72,0,4,0,0,0,4,12,12,32,0,0,20,4,16,24,0,12,0,0,12,84,0,80
2,17,4,8,0,0,48,12,20,4,0,0,0,52,32,12,0,0,4,12,8,4,12,20,4,0,20,40,4,0,20,0,20,28,16,16,0,0,4,8,0,12,28,24,16,4,0,4,0,0,8,36,188,12,0,120,4,0,16,4,0,32,4,16,20,24,12,4,0,12,8,8,12,36,4,0,12,20,0,4,4,4,4,0,4,44,4,12,0,0,12,12,0,0,36,32,4,8,16,4,80,4,12,0,4,4,4,8,0,0,4,0,40,0,8,0,0,4,0,8,32,40,4,0,0,0,12,12,16,8,0,0,16,80,0,60
2,18,0,0,0,0,24,0,40,0,0,0,8,48,16,12,0,0,4,20,12,12,40,28,8,0,28,24,4,8,8,0,16,32,44,8,4,0,0,12,0,4,20,24,4,16,0,4,0,0,4,16,192,24,0,336,12,4,8,0,0,44,4,16,16,0,20,20,8,0,4,8,20,64,0,4,8,24,0,4,4,4,36,0,0,64,0,16,0,4,20,16,4,0,16,60,0,12,16,0,152,20,8,4,0,12,8,4,8,16,0,0,16,8,12,8,0,0,8,44,12,44,0,0,8,4,24,4,8,16,0,8,4,48,0,60
2,19,0,16,0,0,4,4,20,0,0,0,4,4,8,0,4,0,8,16,16,4,20,0,4,4,8,20,0,4,16,0,28,20,28,20,0,0,0,0,0,0,12,16,28,20,0,0,0,0,0,12,140,4,0,80,12,0,12,4,0,40,8,4,20,16,8,16,0,0,0,8,12,24,0,0,20,12,0,0,0,0,16,0,4,36,0,4,0,0,8,12,0,0,12,52,4,12,12,0,44,0,16,4,0,8,12,4,4,0,0,0,44,0,4,0,0,0,0,8,16,32,0,0,40,0,8,4,0,12,0,4,8,52,0,36
2,20,4,12,0,0,0,0,8,0,0,0,0,12,16,4,0,0,0,0,8,8,0,4,0,0,8,20,8,4,8,0,16,8,4,16,0,0,4,0,0,4,24,8,8,0,0,0,0,0,0,4,100,4,0,72,4,0,0,0,0,32,0,0,40,0,8,8,0,0,4,16,12,12,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,0,12,8,8,4,8,24,0,0,4,0,40,20,8,0,0,0,0,0,0,0,0,0,28,0,4,0,0,0,0,8,12,4,4,0,0,0,8,4,8,0,0,0,0,16,0,20
2,21,0,0,0,0,0,0,8,0,4,0,0,0,4,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,12,0,12,0,8,4,0,4,0,0,0,0,0,12,4,0,4,0,0,0,0,4,44,4,0,44,0,4,0,0,0,20,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,4,0,0,0,8,0,0,0,0,32,8,0,0,0,0,0,16,0,0,0,0,12,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,8,0,4,0,8,0,16
2,22,0,4,0,0,28,0,0,0,0,0,0,8,8,8,0,0,4,8,4,0,16,16,12,0,12,16,8,0,0,0,8,8,36,4,0,0,4,8,0,0,4,4,0,4,0,0,8,4,0,16,52,16,4,52,4,0,4,0,0,4,0,4,24,0,4,4,0,0,4,4,0,32,0,0,4,12,0,0,0,4,12,8,4,16,8,4,0,0,4,4,0,4,12,48,0,0,0,0,44,0,28,0,4,8,4,4,0,0,0,0,4,0,12,0,0,0,0,8,16,4,4,0,8,0,8,0,0,8,8,0,0,12,0,32
2,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,4,8,0,0,4,0,0,8,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,4,32,0,0,40,0,0,0,0,0,0,0,0,12,4,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,4,0,0,0,8,0,0,4,8,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,48,8,0,64,0,0,8,0,0,0,0,0,4,0,8,0,0,0,0,8,0,4,0,0,0,4,0,0,0,8,8,0,0,8,0,0,0,0,0,0,8,0,0,8,4,0,4,0,12,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,16,8,0,0,12,0,0,4,0,0,4,0,0,12,0,12
3,1,0,4,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,4,4,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,4,8,0,32,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,0,0,4,4,0,0,0,12,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,12,0,0,0,0,0,12
3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4
3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,4,20,0,0,0,0,8,16,16,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,8,4,0,0,4,0,0,0,8,0,4,0,0,0,0,0,0,4,4,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,8
3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,4,16,0,0,24,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,0,4,4,0,12,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
3,7,0,0,0,0,0,0,8,0,0,0,0,12,8,0,0,0,0,8,4,4,8,0,8,4,8,12,4,0,8,0,8,12,28,16,0,0,0,0,0,8,12,12,0,4,0,0,0,0,8,4,88,8,0,56,12,0,4,0,0,12,4,0,8,4,4,0,12,0,8,8,8,4,4,0,12,12,0,0,0,0,4,8,0,24,0,8,0,0,4,4,0,0,12,8,0,0,8,0,36,16,0,0,0,0,4,0,0,4,0,0,24,0,0,0,0,0,0,8,16,4,0,4,4,0,12,4,0,4,4,0,0,32,0,20
3,8,0,8,0,0,32,0,8,0,0,4,0,16,16,0,0,0,0,0,28,0,12,12,0,4,20,28,8,0,12,0,8,12,8,20,0,8,0,0,0,12,8,12,28,4,12,4,0,0,0,8,80,8,0,80,8,0,12,4,0,8,4,16,20,0,4,8,0,0,0,8,12,12,0,8,28,16,0,0,0,8,12,0,8,60,4,8,0,4,8,4,4,0,16,32,0,8,16,4,68,8,4,0,0,12,4,0,0,0,4,0,36,0,8,0,0,4,4,16,8,44,4,0,24,4,8,20,4,4,0,0,8,32,4,60
3,9,4,0,0,4,16,4,12,0,0,8,0,20,8,4,4,0,8,4,8,24,28,20,8,32,48,8,4,0,12,0,16,8,20,20,0,0,0,0,0,0,4,20,32,0,0,0,0,0,4,12,124,4,0,88,8,4,36,0,0,8,4,8,12,8,16,0,4,4,4,0,8,8,4,0,8,16,0,0,8,8,8,0,0,40,0,8,8,4,28,0,4,0,4,24,0,12,16,4,44,16,8,8,0,8,4,0,0,4,4,0,28,0,0,0,0,0,4,8,8,20,0,0,0,0,8,20,8,0,0,0,4,20,0,92
3,10,4,8,0,0,16,4,4,0,0,0,4,32,12,8,0,0,12,0,20,0,16,24,4,0,8,40,8,4,16,4,8,12,28,8,0,0,0,0,0,0,12,12,24,8,0,0,0,0,4,12,196,16,0,212,4,0,12,0,0,12,12,16,28,4,16,8,8,0,0,16,12,36,0,0,20,24,4,0,8,0,20,8,16,36,4,0,0,0,20,0,0,0,0,28,0,8,12,0,76,12,4,0,8,20,4,4,4,0,0,0,32,0,0,0,0,0,0,32,24,24,12,0,12,0,12,16,4,8,4,0,0,52,0,76
3,11,0,4,0,0,20,4,20,0,0,0,12,32,8,4,4,0,8,0,56,4,16,16,4,0,12,44,0,0,8,0,24,32,56,36,0,0,0,8,0,4,8,8,12,4,0,0,0,0,8,20,164,4,4,140,8,0,8,0,0,40,4,4,16,12,0,0,0,0,4,12,8,12,0,0,8,16,0,0,0,0,32,0,0,60,0,0,0,0,16,16,0,4,16,24,0,16,24,0,92,4,4,0,0,16,0,0,0,0,0,0,20,8,4,0,0,0,0,28,12,40,0,0,8,0,0,12,4,0,8,4,0,28,0,132
3,12,0,0,0,0,24,4,8,0,0,0,0,16,8,8,0,0,4,16,20,4,4,12,8,0,12,32,0,0,4,4,8,4,4,16,0,8,0,0,0,0,12,24,28,4,0,0,0,0,0,12,108,24,4,112,8,0,0,0,0,16,4,4,20,4,8,16,8,0,4,4,12,4,0,0,8,8,0,0,0,4,20,0,4,40,4,0,0,0,20,12,4,0,16,28,0,0,12,0,56,8,0,16,0,4,4,4,0,4,0,0,4,0,8,0,0,0,4,20,8,12,4,0,28,0,8,0,12,4,0,0,8,44,0,60
3,13,0,16,0,0,0,0,36,8,4,4,4,60,12,0,0,0,4,16,16,4,40,12,4,4,28,56,20,0,16,0,8,16,48,40,0,0,4,4,0,8,28,48,48,32,0,0,4,4,4,8,260,36,0,272,12,4,4,4,0,44,0,8,48,8,20,8,0,0,8,40,16,48,4,0,24,20,4,0,12,8,16,16,4,76,0,12,0,4,24,16,4,8,52,116,8,12,12,4,124,16,32,8,4,16,8,4,4,8,0,0,68,8,8,4,0,0,0,28,48,40,4,4,8,8,8,4,4,12,4,4,0,52,0,128
3,14,0,4,0,0,0,0,8,0,0,0,4,28,20,0,0,0,0,8,20,4,20,8,0,4,16,36,8,0,16,4,4,20,28,12,0,0,4,0,0,4,28,28,40,16,0,4,0,0,4,8,160,16,0,192,8,0,16,0,0,16,0,8,36,4,12,8,4,4,0,12,8,36,0,0,16,8,4,0,0,0,28,4,4,48,0,0,0,4,28,20,0,8,16,40,0,4,4,0,68,16,24,4,12,8,8,4,0,8,0,0,16,16,0,0,4,0,4,16,12,40,4,0,8,0,12,4,8,8,4,0,0,44,4,84
3,15,0,4,0,8,4,0,32,8,0,0,0,16,28,4,0,0,8,12,24,16,16,4,0,0,16,36,12,8,12,0,8,36,28,24,8,0,0,4,0,0,8,28,24,4,0,4,8,0,4,28,172,8,0,200,4,0,8,4,0,12,0,16,32,12,20,4,0,12,0,12,4,40,0,4,32,24,0,0,4,8,32,0,16,28,8,24,0,4,28,12,4,12,12,40,0,8,12,4,128,44,8,8,4,4,8,4,20,16,4,0,12,4,24,0,16,0,4,28,24,48,0,0,12,0,20,20,12,8,0,0,0,100,0,40
3,16,0,16,0,0,12,0,40,0,4,20,4,16,20,4,0,0,12,8,8,0,28,4,0,4,24,12,0,0,8,0,4,8,12,8,0,0,4,8,0,0,0,8,12,0,0,4,0,0,0,20,152,12,0,164,16,4,12,0,0,20,8,16,28,28,4,4,0,0,0,12,16,40,0,0,20,16,0,0,4,4,12,8,8,24,0,12,0,0,8,20,24,0,24,40,0,4,4,0,76,20,8,12,4,0,12,12,0,4,0,16,36,0,4,0,0,0,12,20,8,32,4,8,12,0,12,4,8,12,0,0,0,52,0,68
3,17,8,28,0,0,40,0,8,8,0,0,8,36,12,0,0,0,4,8,12,4,20,8,4,16,28,60,4,0,24,0,20,12,36,8,4,4,0,16,8,12,12,28,16,16,0,4,0,4,12,16,208,20,0,252,8,0,4,0,0,28,4,28,48,4,24,4,0,0,4,4,12,28,4,0,16,28,0,8,8,12,24,0,4,52,0,16,0,0,48,0,8,12,12,64,0,12,4,0,140,12,16,8,4,4,8,0,0,12,0,0,24,0,0,0,4,0,4,20,16,44,0,0,4,0,20,4,8,16,0,8,0,40,0,88
3,18,0,0,0,0,0,0,16,0,0,12,8,24,4,0,4,0,4,0,12,0,12,0,0,0,20,20,4,4,16,4,0,12,20,8,0,0,0,0,4,0,16,8,12,0,0,0,0,0,4,4,104,4,4,48,12,0,0,0,0,20,4,24,4,0,4,0,4,8,0,8,16,16,0,0,16,16,0,0,0,8,32,0,0,12,0,12,0,0,0,12,8,0,8,20,0,0,28,4,24,16,0,4,0,8,4,8,4,4,0,0,28,0,4,0,0,0,0,12,12,12,0,0,4,0,12,4,4,4,0,0,4,32,0,44
3,19,0,0,0,0,44,4,0,0,0,0,0,44,16,0,4,0,8,20,8,16,8,4,4,4,44,24,0,0,4,0,0,16,0,4,0,0,0,0,0,0,8,12,8,0,0,0,0,0,0,12,100,8,0,128,0,4,0,0,0,4,4,8,24,0,0,4,4,0,0,4,4,16,0,0,12,8,0,0,0,0,8,0,4,52,4,8,0,0,12,8,8,4,4,44,0,8,12,4,96,12,4,0,0,20,4,8,0,4,8,4,12,0,8,0,0,0,0,12,0,16,4,0,8,4,12,4,4,8,0,4,4,20,0,48
3,20,12,0,0,0,8,0,0,0,0,0,0,20,4,0,0,0,0,0,12,0,16,16,0,24,20,16,4,0,8,0,4,8,20,4,0,4,4,0,0,0,16,4,12,0,0,0,4,0,4,8,92,8,4,100,16,0,8,4,0,20,4,0,0,16,0,12,0,0,4,4,0,8,0,0,0,16,0,0,4,8,8,0,8,12,4,4,0,0,0,12,0,4,0,20,0,8,0,0,84,8,8,8,0,0,0,0,0,4,0,0,16,0,8,0,0,0,0,16,12,28,0,0,8,0,8,4,8,8,0,0,0,28,0,16
3,21,0,0,0,0,0,0,8,0,0,0,0,4,16,0,0,4,0,4,8,0,0,4,4,0,0,8,0,0,8,0,4,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,60,4,0,40,0,0,0,0,0,0,0,4,12,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,8,8,0,0,4,12,0,0,4,0,24,0,0,0,4,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,16,0,0,4,0,12,0,0,0,0,0,0,8,0,16
3,22,0,4,4,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,12,4,4,0,0,0,0,28,0,0,4,4,4,4,12,12,0,0,0,4,0,8,0,8,12,0,0,0,0,0,0,24,108,12,0,56,4,0,4,0,0,8,0,0,20,4,0,8,8,0,4,4,4,44,0,0,8,20,0,0,4,0,20,4,0,12,0,4,4,0,4,4,0,0,16,28,0,0,12,0,48,4,8,12,0,4,0,0,0,0,0,0,24,8,4,0,0,0,0,0,12,12,0,0,4,0,0,12,0,4,8,0,4,16,0,36
